"Quantity","Error","Model","Mediators","Distance","Type"
"CD",0.423785594639866,"Llama 3.1",0,1,"Local"
"XY",6.22222222222222,"Llama 3.1",6,3,"Global"
"XC",0.180952380952381,"Llama 3.1",2,1,"Local"
"XD",0.483333333333333,"Llama 3.1",3,2,"Local"
"CY",1.31159420289855,"Llama 3.1",3,2,"Local"
"DY",1.11872146118721,"Llama 3.1",2,1,"Local"
"CD",0.438860971524288,"Llama 3.1",0,1,"Local"
"XY",6.88888888888889,"Llama 3.1",6,3,"Global"
"XC",0.0571428571428571,"Llama 3.1",2,1,"Local"
"XD",0.608333333333333,"Llama 3.1",3,2,"Local"
"CY",1.31159420289855,"Llama 3.1",3,2,"Local"
"DY",1.06849315068493,"Llama 3.1",2,1,"Local"
"CD",0.445561139028476,"Llama 3.1",0,1,"Local"
"XY",6.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.0809523809523809,"Llama 3.1",2,1,"Local"
"XD",0.7,"Llama 3.1",3,2,"Local"
"CY",1.34782608695652,"Llama 3.1",3,2,"Local"
"DY",1.05936073059361,"Llama 3.1",2,1,"Local"
"CD",0.440536013400335,"Llama 3.1",0,1,"Local"
"XY",6.88888888888889,"Llama 3.1",6,3,"Global"
"XC",0.119047619047619,"Llama 3.1",2,1,"Local"
"XD",0.658333333333333,"Llama 3.1",3,2,"Local"
"CY",1.23913043478261,"Llama 3.1",3,2,"Local"
"DY",0.945205479452055,"Llama 3.1",2,1,"Local"
"CD",0.447236180904523,"Llama 3.1",0,1,"Local"
"XY",6.88888888888889,"Llama 3.1",6,3,"Global"
"XC",0.0476190476190475,"Llama 3.1",2,1,"Local"
"XD",0.483333333333333,"Llama 3.1",3,2,"Local"
"CY",1.59420289855072,"Llama 3.1",3,2,"Local"
"DY",1.15068493150685,"Llama 3.1",2,1,"Local"
"CD",0.445561139028476,"Llama 3.1",0,1,"Local"
"XY",6.85185185185185,"Llama 3.1",6,3,"Global"
"XC",0.0428571428571428,"Llama 3.1",2,1,"Local"
"XD",0.683333333333333,"Llama 3.1",3,2,"Local"
"CY",1.2463768115942,"Llama 3.1",3,2,"Local"
"DY",0.926940639269406,"Llama 3.1",2,1,"Local"
"CD",0.4321608040201,"Llama 3.1",0,1,"Local"
"XY",6.55555555555556,"Llama 3.1",6,3,"Global"
"XC",0.19047619047619,"Llama 3.1",2,1,"Local"
"XD",0.525,"Llama 3.1",3,2,"Local"
"CY",1.47101449275362,"Llama 3.1",3,2,"Local"
"DY",1.10958904109589,"Llama 3.1",2,1,"Local"
"CD",0.435510887772194,"Llama 3.1",0,1,"Local"
"XY",6.51851851851852,"Llama 3.1",6,3,"Global"
"XC",0.119047619047619,"Llama 3.1",2,1,"Local"
"XD",0.475,"Llama 3.1",3,2,"Local"
"CY",1.40579710144928,"Llama 3.1",3,2,"Local"
"DY",1.01826484018265,"Llama 3.1",2,1,"Local"
"CD",0.435510887772194,"Llama 3.1",0,1,"Local"
"XY",7.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.0857142857142857,"Llama 3.1",2,1,"Local"
"XD",0.541666666666667,"Llama 3.1",3,2,"Local"
"CY",1.46376811594203,"Llama 3.1",3,2,"Local"
"DY",1.08675799086758,"Llama 3.1",2,1,"Local"
"CD",0.457286432160804,"Llama 3.1",0,1,"Local"
"XY",6.96296296296296,"Llama 3.1",6,3,"Global"
"XC",0.0428571428571428,"Llama 3.1",2,1,"Local"
"XD",0.608333333333333,"Llama 3.1",3,2,"Local"
"CY",1.57246376811594,"Llama 3.1",3,2,"Local"
"DY",1.10502283105023,"Llama 3.1",2,1,"Local"
"CD",0.408710217755444,"Llama 3.1",0,1,"Local"
"XY",7.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.0523809523809523,"Llama 3.1",2,1,"Local"
"XD",0.583333333333333,"Llama 3.1",3,2,"Local"
"CY",1.41304347826087,"Llama 3.1",3,2,"Local"
"DY",1.08219178082192,"Llama 3.1",2,1,"Local"
"CD",0.400335008375209,"Llama 3.1",0,1,"Local"
"XY",6.66666666666667,"Llama 3.1",6,3,"Global"
"XC",0.0952380952380952,"Llama 3.1",2,1,"Local"
"XD",0.675,"Llama 3.1",3,2,"Local"
"CY",1.42028985507246,"Llama 3.1",3,2,"Local"
"DY",1.05022831050228,"Llama 3.1",2,1,"Local"
"CD",0.45393634840871,"Llama 3.1",0,1,"Local"
"XY",6.85185185185185,"Llama 3.1",6,3,"Global"
"XC",0.133333333333333,"Llama 3.1",2,1,"Local"
"XD",0.641666666666667,"Llama 3.1",3,2,"Local"
"CY",1.39130434782609,"Llama 3.1",3,2,"Local"
"DY",1.10045662100457,"Llama 3.1",2,1,"Local"
"CD",0.4321608040201,"Llama 3.1",0,1,"Local"
"XY",6.44444444444445,"Llama 3.1",6,3,"Global"
"XC",0.171428571428571,"Llama 3.1",2,1,"Local"
"XD",0.558333333333333,"Llama 3.1",3,2,"Local"
"CY",1.42753623188406,"Llama 3.1",3,2,"Local"
"DY",1.04566210045662,"Llama 3.1",2,1,"Local"
"CD",0.450586264656616,"Llama 3.1",0,1,"Local"
"XY",6,"Llama 3.1",6,3,"Global"
"XC",0.152380952380952,"Llama 3.1",2,1,"Local"
"XD",0.625,"Llama 3.1",3,2,"Local"
"CY",1.21739130434783,"Llama 3.1",3,2,"Local"
"DY",1.08675799086758,"Llama 3.1",2,1,"Local"
"CD",0.422110552763819,"Llama 3.1",0,1,"Local"
"XY",6.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.0714285714285714,"Llama 3.1",2,1,"Local"
"XD",0.55,"Llama 3.1",3,2,"Local"
"CY",1.39130434782609,"Llama 3.1",3,2,"Local"
"DY",1.13698630136986,"Llama 3.1",2,1,"Local"
"CD",0.407035175879397,"Llama 3.1",0,1,"Local"
"XY",6.48148148148148,"Llama 3.1",6,3,"Global"
"XC",0.128571428571429,"Llama 3.1",2,1,"Local"
"XD",0.608333333333333,"Llama 3.1",3,2,"Local"
"CY",1.44927536231884,"Llama 3.1",3,2,"Local"
"DY",1.02739726027397,"Llama 3.1",2,1,"Local"
"CD",0.438860971524288,"Llama 3.1",0,1,"Local"
"XY",6.33333333333333,"Llama 3.1",6,3,"Global"
"XC",0.1,"Llama 3.1",2,1,"Local"
"XD",0.55,"Llama 3.1",3,2,"Local"
"CY",1.3695652173913,"Llama 3.1",3,2,"Local"
"DY",1.05479452054795,"Llama 3.1",2,1,"Local"
"CD",0.443886097152429,"Llama 3.1",0,1,"Local"
"XY",7.03703703703704,"Llama 3.1",6,3,"Global"
"XC",0.0904761904761904,"Llama 3.1",2,1,"Local"
"XD",0.733333333333333,"Llama 3.1",3,2,"Local"
"CY",1.44927536231884,"Llama 3.1",3,2,"Local"
"DY",1.1324200913242,"Llama 3.1",2,1,"Local"
"CD",0.393634840871022,"Llama 3.1",0,1,"Local"
"XY",6.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.147619047619048,"Llama 3.1",2,1,"Local"
"XD",0.583333333333333,"Llama 3.1",3,2,"Local"
"CY",1.32608695652174,"Llama 3.1",3,2,"Local"
"DY",1.02739726027397,"Llama 3.1",2,1,"Local"
"CD",0.470686767169179,"Llama 3.1",0,1,"Local"
"XY",7.07407407407407,"Llama 3.1",6,3,"Global"
"XC",0.00952380952380953,"Llama 3.1",2,1,"Local"
"XD",0.6,"Llama 3.1",3,2,"Local"
"CY",1.47101449275362,"Llama 3.1",3,2,"Local"
"DY",1.15068493150685,"Llama 3.1",2,1,"Local"
"CD",0.400335008375209,"Llama 3.1",0,1,"Local"
"XY",6.40740740740741,"Llama 3.1",6,3,"Global"
"XC",0.114285714285714,"Llama 3.1",2,1,"Local"
"XD",0.5,"Llama 3.1",3,2,"Local"
"CY",1.46376811594203,"Llama 3.1",3,2,"Local"
"DY",1.0958904109589,"Llama 3.1",2,1,"Local"
"CD",0.423785594639866,"Llama 3.1",0,1,"Local"
"XY",6.2962962962963,"Llama 3.1",6,3,"Global"
"XC",0.0714285714285714,"Llama 3.1",2,1,"Local"
"XD",0.6,"Llama 3.1",3,2,"Local"
"CY",1.36231884057971,"Llama 3.1",3,2,"Local"
"DY",1.01826484018265,"Llama 3.1",2,1,"Local"
"CD",0.463986599664992,"Llama 3.1",0,1,"Local"
"XY",6.59259259259259,"Llama 3.1",6,3,"Global"
"XC",0.0238095238095238,"Llama 3.1",2,1,"Local"
"XD",0.633333333333333,"Llama 3.1",3,2,"Local"
"CY",1.3695652173913,"Llama 3.1",3,2,"Local"
"DY",1.06392694063927,"Llama 3.1",2,1,"Local"
"CD",0.420435510887772,"Llama 3.1",0,1,"Local"
"XY",7.03703703703704,"Llama 3.1",6,3,"Global"
"XC",0.114285714285714,"Llama 3.1",2,1,"Local"
"XD",0.583333333333333,"Llama 3.1",3,2,"Local"
"CY",1.31884057971014,"Llama 3.1",3,2,"Local"
"DY",0.986301369863014,"Llama 3.1",2,1,"Local"
"CD",0.42713567839196,"Llama 3.1",0,1,"Local"
"XY",6.7037037037037,"Llama 3.1",6,3,"Global"
"XC",0.0571428571428571,"Llama 3.1",2,1,"Local"
"XD",0.65,"Llama 3.1",3,2,"Local"
"CY",1.38405797101449,"Llama 3.1",3,2,"Local"
"DY",1.10502283105023,"Llama 3.1",2,1,"Local"
"CD",0.440536013400335,"Llama 3.1",0,1,"Local"
"XY",6.77777777777778,"Llama 3.1",6,3,"Global"
"XC",0.123809523809524,"Llama 3.1",2,1,"Local"
"XD",0.525,"Llama 3.1",3,2,"Local"
"CY",1.28985507246377,"Llama 3.1",3,2,"Local"
"DY",0.958904109589041,"Llama 3.1",2,1,"Local"
"CD",0.425460636515913,"Llama 3.1",0,1,"Local"
"XY",7.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.128571428571429,"Llama 3.1",2,1,"Local"
"XD",0.466666666666667,"Llama 3.1",3,2,"Local"
"CY",1.45652173913043,"Llama 3.1",3,2,"Local"
"DY",1.0958904109589,"Llama 3.1",2,1,"Local"
"CD",0.460636515912898,"Llama 3.1",0,1,"Local"
"XY",6.59259259259259,"Llama 3.1",6,3,"Global"
"XC",0.0761904761904761,"Llama 3.1",2,1,"Local"
"XD",0.5,"Llama 3.1",3,2,"Local"
"CY",1.30434782608696,"Llama 3.1",3,2,"Local"
"DY",1.00913242009132,"Llama 3.1",2,1,"Local"
"CD",0.42713567839196,"Llama 3.1",0,1,"Local"
"XY",6.48148148148148,"Llama 3.1",6,3,"Global"
"XC",0.0809523809523809,"Llama 3.1",2,1,"Local"
"XD",0.65,"Llama 3.1",3,2,"Local"
"CY",1.3695652173913,"Llama 3.1",3,2,"Local"
"DY",1.10502283105023,"Llama 3.1",2,1,"Local"
"CD",0.391959798994975,"Llama 3.1",0,1,"Local"
"XY",6.81481481481481,"Llama 3.1",6,3,"Global"
"XC",0.138095238095238,"Llama 3.1",2,1,"Local"
"XD",0.566666666666667,"Llama 3.1",3,2,"Local"
"CY",1.27536231884058,"Llama 3.1",3,2,"Local"
"DY",0.972602739726027,"Llama 3.1",2,1,"Local"
"CD",0.442211055276382,"Llama 3.1",0,1,"Local"
"XY",7.55555555555556,"Llama 3.1",6,3,"Global"
"XC",0.204761904761905,"Llama 3.1",2,1,"Local"
"XD",0.591666666666667,"Llama 3.1",3,2,"Local"
"CY",1.30434782608696,"Llama 3.1",3,2,"Local"
"DY",0.958904109589041,"Llama 3.1",2,1,"Local"
"CD",0.428810720268007,"Llama 3.1",0,1,"Local"
"XY",7.55555555555556,"Llama 3.1",6,3,"Global"
"XC",0.114285714285714,"Llama 3.1",2,1,"Local"
"XD",0.666666666666667,"Llama 3.1",3,2,"Local"
"CY",1.44927536231884,"Llama 3.1",3,2,"Local"
"DY",1.11872146118721,"Llama 3.1",2,1,"Local"
"CD",0.452261306532663,"Llama 3.1",0,1,"Local"
"XY",6.85185185185185,"Llama 3.1",6,3,"Global"
"XC",0.0904761904761904,"Llama 3.1",2,1,"Local"
"XD",0.458333333333333,"Llama 3.1",3,2,"Local"
"CY",1.31884057971014,"Llama 3.1",3,2,"Local"
"DY",0.990867579908676,"Llama 3.1",2,1,"Local"
"CD",0.443886097152429,"Llama 3.1",0,1,"Local"
"XY",6.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.0761904761904761,"Llama 3.1",2,1,"Local"
"XD",0.583333333333333,"Llama 3.1",3,2,"Local"
"CY",1.3695652173913,"Llama 3.1",3,2,"Local"
"DY",1.04109589041096,"Llama 3.1",2,1,"Local"
"CD",0.438860971524288,"Llama 3.1",0,1,"Local"
"XY",6.48148148148148,"Llama 3.1",6,3,"Global"
"XC",0.0857142857142857,"Llama 3.1",2,1,"Local"
"XD",0.7,"Llama 3.1",3,2,"Local"
"CY",1.56521739130435,"Llama 3.1",3,2,"Local"
"DY",1.05936073059361,"Llama 3.1",2,1,"Local"
"CD",0.417085427135678,"Llama 3.1",0,1,"Local"
"XY",6.92592592592593,"Llama 3.1",6,3,"Global"
"XC",0.114285714285714,"Llama 3.1",2,1,"Local"
"XD",0.5,"Llama 3.1",3,2,"Local"
"CY",1.47826086956522,"Llama 3.1",3,2,"Local"
"DY",1.12785388127854,"Llama 3.1",2,1,"Local"
"CD",0.400335008375209,"Llama 3.1",0,1,"Local"
"XY",5.81481481481481,"Llama 3.1",6,3,"Global"
"XC",0.119047619047619,"Llama 3.1",2,1,"Local"
"XD",0.616666666666667,"Llama 3.1",3,2,"Local"
"CY",1.34057971014493,"Llama 3.1",3,2,"Local"
"DY",1.00913242009132,"Llama 3.1",2,1,"Local"
"CD",0.440536013400335,"Llama 3.1",0,1,"Local"
"XY",6.37037037037037,"Llama 3.1",6,3,"Global"
"XC",0.19047619047619,"Llama 3.1",2,1,"Local"
"XD",0.533333333333333,"Llama 3.1",3,2,"Local"
"CY",1.52173913043478,"Llama 3.1",3,2,"Local"
"DY",1.14611872146119,"Llama 3.1",2,1,"Local"
"CD",0.438860971524288,"Llama 3.1",0,1,"Local"
"XY",6.96296296296296,"Llama 3.1",6,3,"Global"
"XC",0.0476190476190475,"Llama 3.1",2,1,"Local"
"XD",0.55,"Llama 3.1",3,2,"Local"
"CY",1.33333333333333,"Llama 3.1",3,2,"Local"
"DY",1.0365296803653,"Llama 3.1",2,1,"Local"
"CD",0.415410385259632,"Llama 3.1",0,1,"Local"
"XY",7.88888888888889,"Llama 3.1",6,3,"Global"
"XC",0.0523809523809523,"Llama 3.1",2,1,"Local"
"XD",0.725,"Llama 3.1",3,2,"Local"
"CY",1.45652173913043,"Llama 3.1",3,2,"Local"
"DY",1.12328767123288,"Llama 3.1",2,1,"Local"
"CD",0.402010050251256,"Llama 3.1",0,1,"Local"
"XY",7.11111111111111,"Llama 3.1",6,3,"Global"
"XC",0.142857142857143,"Llama 3.1",2,1,"Local"
"XD",0.516666666666667,"Llama 3.1",3,2,"Local"
"CY",1.30434782608696,"Llama 3.1",3,2,"Local"
"DY",0.986301369863014,"Llama 3.1",2,1,"Local"
"CD",0.435510887772194,"Llama 3.1",0,1,"Local"
"XY",6.96296296296296,"Llama 3.1",6,3,"Global"
"XC",0.161904761904762,"Llama 3.1",2,1,"Local"
"XD",0.55,"Llama 3.1",3,2,"Local"
"CY",1.2463768115942,"Llama 3.1",3,2,"Local"
"DY",1.0958904109589,"Llama 3.1",2,1,"Local"
"CD",0.42713567839196,"Llama 3.1",0,1,"Local"
"XY",6.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.114285714285714,"Llama 3.1",2,1,"Local"
"XD",0.516666666666667,"Llama 3.1",3,2,"Local"
"CY",1.42753623188406,"Llama 3.1",3,2,"Local"
"DY",1.03196347031963,"Llama 3.1",2,1,"Local"
"CD",0.415410385259632,"Llama 3.1",0,1,"Local"
"XY",6.66666666666667,"Llama 3.1",6,3,"Global"
"XC",0.152380952380952,"Llama 3.1",2,1,"Local"
"XD",0.633333333333333,"Llama 3.1",3,2,"Local"
"CY",1.53623188405797,"Llama 3.1",3,2,"Local"
"DY",1.06849315068493,"Llama 3.1",2,1,"Local"
"CD",0.413735343383585,"Llama 3.1",0,1,"Local"
"XY",6.25925925925926,"Llama 3.1",6,3,"Global"
"XC",0.0666666666666666,"Llama 3.1",2,1,"Local"
"XD",0.691666666666667,"Llama 3.1",3,2,"Local"
"CY",1.36231884057971,"Llama 3.1",3,2,"Local"
"DY",1.08675799086758,"Llama 3.1",2,1,"Local"
"CD",0.408710217755444,"Llama 3.1",0,1,"Local"
"XY",6.96296296296296,"Llama 3.1",6,3,"Global"
"XC",0.104761904761905,"Llama 3.1",2,1,"Local"
"XD",0.658333333333333,"Llama 3.1",3,2,"Local"
"CY",1.42753623188406,"Llama 3.1",3,2,"Local"
"DY",1.1689497716895,"Llama 3.1",2,1,"Local"
"CD",0.393634840871022,"Llama 3.1",0,1,"Local"
"XY",6.22222222222222,"Llama 3.1",6,3,"Global"
"XC",0.138095238095238,"Llama 3.1",2,1,"Local"
"XD",0.675,"Llama 3.1",3,2,"Local"
"CY",1.36231884057971,"Llama 3.1",3,2,"Local"
"DY",1.00913242009132,"Llama 3.1",2,1,"Local"
"CD",0.428810720268007,"Llama 3.1",0,1,"Local"
"XY",6.55555555555556,"Llama 3.1",6,3,"Global"
"XC",0.0333333333333332,"Llama 3.1",2,1,"Local"
"XD",0.591666666666667,"Llama 3.1",3,2,"Local"
"CY",1.5,"Llama 3.1",3,2,"Local"
"DY",1.01826484018265,"Llama 3.1",2,1,"Local"
"CD",0.437185929648241,"Llama 3.1",0,1,"Local"
"XY",5.74074074074074,"Llama 3.1",6,3,"Global"
"XC",0.123809523809524,"Llama 3.1",2,1,"Local"
"XD",0.608333333333333,"Llama 3.1",3,2,"Local"
"CY",1.43478260869565,"Llama 3.1",3,2,"Local"
"DY",1.07762557077626,"Llama 3.1",2,1,"Local"
"CD",0.442211055276382,"Llama 3.1",0,1,"Local"
"XY",7.14814814814815,"Llama 3.1",6,3,"Global"
"XC",0.176190476190476,"Llama 3.1",2,1,"Local"
"XD",0.5,"Llama 3.1",3,2,"Local"
"CY",1.47826086956522,"Llama 3.1",3,2,"Local"
"DY",1.02283105022831,"Llama 3.1",2,1,"Local"
"CD",0.428810720268007,"Llama 3.1",0,1,"Local"
"XY",6.81481481481481,"Llama 3.1",6,3,"Global"
"XC",0.0904761904761904,"Llama 3.1",2,1,"Local"
"XD",0.541666666666667,"Llama 3.1",3,2,"Local"
"CY",1.3695652173913,"Llama 3.1",3,2,"Local"
"DY",1.08219178082192,"Llama 3.1",2,1,"Local"
"CD",0.445561139028476,"Llama 3.1",0,1,"Local"
"XY",6.88888888888889,"Llama 3.1",6,3,"Global"
"XC",0.0571428571428571,"Llama 3.1",2,1,"Local"
"XD",0.416666666666667,"Llama 3.1",3,2,"Local"
"CY",1.32608695652174,"Llama 3.1",3,2,"Local"
"DY",1.09132420091324,"Llama 3.1",2,1,"Local"
